,0,1,2,3,4,5,6,7,8,9,10,11,12,13
7124,7,165,B,1,2,1,492,324,529,608,606,344,5,X
7125,8,185,A,2,2,2,480,459,529,325,526,616,6,X
7126,9,212,B,2,1,2,481,298,535,477,571,338,9,X
7127,10,240,A,2,2,1,446,551,489,306,572,527,4,X
7128,11,254,B,2,1,2,751,321,639,560,502,308,4,X
7129,12,273,A,2,1,2,712,435,674,333,662,539,6,X
7130,13,291,B,2,2,1,690,275,699,470,703,352,9,A
7131,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7132,1,8,B,2,1,2,575,351,652,513,578,318,1,X
7133,2,28,A,2,2,2,811,639,601,351,642,500,9,A
7134,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7135,1,50,B,2,1,2,660,383,606,470,676,374,1,X
7136,2,76,A,2,2,2,484,426,668,379,614,481,6,X
7137,3,105,B,2,2,2,781,351,528,445,632,375,9,A
7138,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7139,1,37,A,2,1,2,578,463,637,353,548,553,1,X
7140,2,58,B,2,2,2,509,305,551,488,620,354,9,X
7141,3,84,A,2,2,2,499,441,543,317,569,515,7,X
7142,4,112,B,2,1,1,651,274,522,471,563,347,9,A
7143,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7144,1,6,A,2,1,2,687,450,617,356,719,561,1,X
7145,2,23,B,2,2,2,625,400,682,488,619,359,6,X
7146,3,46,A,2,2,2,654,447,609,379,663,517,6,X
7147,4,66,B,2,2,2,541,291,648,482,629,364,8,X
7148,5,112,A,2,2,1,469,531,575,300,660,547,5,X
7149,6,126,B,2,1,2,498,361,643,551,537,293,6,X
7150,7,154,A,2,2,2,453,473,538,362,557,552,6,X
7151,8,177,B,2,1,2,559,384,497,499,572,359,6,X
7152,9,200,A,2,2,2,470,694,571,364,588,523,9,B
7153,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7154,1,45,B,2,1,2,566,356,666,499,568,308,1,X
7155,2,68,A,2,1,2,497,422,556,343,647,494,6,X
7156,3,95,B,2,1,2,523,273,535,432,599,336,8,X
7157,4,143,A,2,2,1,675,434,560,265,629,502,7,X
7158,5,165,B,2,2,2,591,376,654,463,605,283,6,X
7159,6,192,A,2,2,2,405,583,612,356,635,486,8,X
7160,7,234,B,1,2,1,472,304,553,588,597,314,5,X
7161,8,252,A,2,2,2,363,334,536,304,509,590,6,B
7162,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7163,1,10,A,2,1,2,575,463,644,343,533,527,1,X
7164,2,26,B,2,2,2,551,383,570,483,625,336,6,X
7165,3,52,A,2,2,2,870,627,557,368,592,478,8,X
7166,4,94,B,2,2,1,647,320,796,624,610,326,4,X
7167,5,112,A,2,2,1,772,464,656,332,732,584,6,X
7168,6,133,B,2,2,2,650,357,721,505,625,329,6,X
7169,7,152,A,2,1,2,502,447,607,352,690,533,6,X
7170,8,177,B,2,1,2,485,372,519,485,613,346,6,X
7171,9,204,A,2,2,2,858,612,537,369,585,498,9,X
7172,10,239,B,2,2,2,776,353,766,610,610,325,7,X
7173,11,264,A,2,1,1,494,448,720,340,706,576,6,X
7174,12,286,B,2,1,2,647,369,536,480,644,334,6,X
7175,13,314,A,2,1,2,850,621,607,375,600,492,8,X
7176,14,353,B,2,2,1,800,289,742,593,620,326,5,X
7177,15,368,A,2,1,2,824,430,616,312,870,637,6,B
7178,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7179,1,6,A,2,1,2,562,447,644,334,550,541,1,X
7180,2,23,B,2,1,2,786,363,597,465,624,342,6,X
7181,3,45,A,2,1,2,502,579,717,350,638,476,9,X
7182,4,74,B,1,2,1,639,316,610,556,618,324,5,X
7183,5,87,A,2,1,2,438,454,573,309,573,597,6,X
7184,6,113,B,2,1,2,484,356,484,475,603,327,6,X
7185,7,136,A,2,2,2,809,437,504,354,551,517,6,X
7186,8,166,B,2,2,2,772,273,744,455,655,332,8,X
7187,9,209,A,1,2,1,516,518,721,283,715,535,5,X
7188,10,224,B,2,1,2,508,342,677,552,737,277,6,X
7189,11,257,A,2,2,2,878,595,559,333,531,489,9,X
7190,12,294,B,2,2,2,763,346,815,596,625,323,7,X
7191,13,321,A,2,1,2,464,430,725,344,718,554,6,X
7192,14,348,B,2,1,2,551,274,517,459,654,332,8,X
7193,15,384,A,2,2,2,616,487,578,280,592,509,5,X
7194,16,396,B,2,2,2,564,324,643,514,589,282,6,X
7195,17,418,A,2,2,2,812,586,599,324,630,509,8,X
7196,18,454,B,2,2,1,828,285,732,598,629,322,5,A
7197,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7198,1,25,A,2,1,2,588,443,655,332,552,526,1,X
7199,2,41,B,2,2,2,581,381,578,459,612,324,6,X
7200,3,66,A,2,2,2,471,569,579,363,610,458,8,X
7201,4,106,B,2,2,1,488,296,582,565,581,305,5,X
7202,5,120,A,2,2,2,469,435,577,292,531,576,6,X
7203,6,145,B,2,1,2,686,370,478,466,544,295,6,X
7204,7,167,A,2,1,2,528,420,676,354,580,497,6,X
7205,8,191,B,2,1,2,743,288,559,431,626,338,8,X
7206,9,216,A,1,2,1,660,512,656,300,633,483,5,X
7207,10,227,B,2,1,2,654,343,700,526,677,287,6,X
7208,11,249,A,2,2,2,833,592,687,331,734,549,8,X
7209,12,281,B,2,2,1,526,282,776,607,640,313,3,X
7210,13,316,A,2,2,1,484,500,555,276,648,526,4,X
7211,14,332,B,2,1,1,594,302,600,514,564,284,4,X
7212,15,345,A,2,1,1,510,429,565,296,598,511,6,X
7213,16,369,B,2,1,2,770,278,536,459,594,320,8,X
7214,17,401,A,1,2,1,892,586,682,287,667,510,3,X
7215,18,434,B,2,2,1,503,325,814,599,656,296,5,X
7216,19,456,A,2,2,2,479,419,602,307,819,591,6,X
7217,20,488,B,2,1,2,746,279,515,449,554,330,8,X
7218,21,521,A,1,2,1,432,656,667,281,642,505,3,B
7219,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7220,1,6,B,2,1,2,652,356,625,509,700,331,1,X
7221,2,29,A,2,2,2,483,670,676,361,665,523,9,B
7222,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7223,1,5,A,2,1,2,591,469,647,336,551,524,1,X
7224,2,17,B,2,1,2,718,309,602,475,629,336,9,X
7225,3,29,A,2,1,1,732,496,614,332,633,486,4,X
7226,4,40,B,2,2,1,649,335,698,495,651,328,4,X
7227,5,55,A,2,2,1,833,478,647,335,732,519,6,X
7228,6,76,B,2,2,2,833,381,784,494,664,333,6,X
7229,7,99,A,2,1,2,540,462,784,367,767,505,6,X
7230,8,122,B,2,1,2,758,298,586,467,690,334,8,X
7231,9,149,A,2,2,1,828,538,675,305,672,497,5,X
7232,10,159,B,2,2,2,825,341,741,536,658,296,6,X
7233,11,183,A,2,1,1,434,474,768,341,831,557,6,X
7234,12,209,B,2,1,2,448,383,489,485,720,336,6,X
7235,13,239,A,2,2,2,804,442,481,373,546,494,6,X
7236,14,264,B,2,2,1,627,285,769,463,595,351,9,B
7237,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7238,1,11,A,2,1,2,601,453,648,336,550,529,1,X
7239,2,27,B,2,2,2,634,377,566,466,641,336,6,X
7240,3,46,A,2,2,2,676,412,607,361,592,469,6,X
7241,4,73,B,2,2,2,554,278,666,457,623,363,8,X
7242,5,133,A,2,2,1,786,520,547,277,634,521,5,X
7243,6,152,B,2,2,2,754,353,692,541,550,285,6,X
7244,7,179,A,2,1,2,721,424,712,338,689,506,6,X
7245,8,204,B,2,2,2,657,411,697,457,671,332,6,A
7246,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7247,1,71,A,2,1,2,601,440,646,376,523,497,1,X
7248,2,93,B,2,2,2,609,398,546,447,632,369,6,X
7249,3,119,A,2,2,2,930,558,600,392,607,450,8,X
7250,4,163,B,2,2,1,506,369,889,574,631,370,5,B
7251,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7252,1,17,B,2,1,2,558,473,671,564,558,423,1,X
7253,2,38,A,2,2,2,794,502,564,447,657,563,6,X
7254,3,64,B,2,2,2,472,394,750,520,644,436,8,X
7255,4,108,A,2,2,1,423,545,516,393,629,570,7,X
7256,5,127,B,2,1,2,746,489,462,564,563,402,6,A
7257,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7258,1,5,B,2,1,2,671,314,627,484,694,289,1,X
7259,2,28,A,2,2,2,516,397,652,318,621,480,6,X
7260,3,51,B,2,2,2,539,238,559,416,616,313,9,B
7261,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7262,1,40,B,2,1,2,583,354,667,501,567,307,1,X
7263,2,62,A,2,1,2,506,421,555,343,657,495,6,X
7264,3,90,B,2,1,2,563,269,533,441,606,335,8,X
7265,4,141,A,2,2,1,458,467,591,262,626,498,7,X
7266,5,163,B,2,1,2,500,272,514,496,612,283,9,X
7267,6,198,A,2,2,1,470,569,534,273,593,510,3,X
7268,7,232,B,1,2,1,479,305,544,556,583,297,5,X
7269,8,246,A,2,2,2,453,441,534,306,520,579,6,X
7270,9,274,B,2,1,2,726,282,498,463,578,305,8,X
7271,10,308,A,2,1,1,665,471,707,283,634,511,7,X
7272,11,328,B,2,2,1,672,316,649,496,655,296,4,X
7273,12,339,A,2,1,2,535,486,611,306,632,489,4,X
7274,13,355,B,2,2,1,610,318,672,498,598,308,4,X
7275,14,367,A,2,2,2,702,461,589,309,659,499,6,X
7276,15,388,B,2,2,2,544,255,645,483,629,310,8,A
7277,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7278,1,37,A,2,1,2,759,526,627,439,708,604,1,X
7279,2,58,B,2,2,2,529,380,710,545,634,437,8,X
7280,3,88,A,2,2,1,523,635,562,385,641,583,3,X
7281,4,118,B,1,2,1,628,419,552,629,578,404,5,X
7282,5,127,A,2,1,2,513,522,574,417,564,643,6,X
7283,6,155,B,2,1,2,507,477,544,547,590,414,6,X
7284,7,182,A,2,2,2,796,658,523,453,574,572,8,X
7285,8,222,B,2,2,1,469,447,716,659,606,422,7,X
7286,9,245,A,2,2,2,446,527,525,436,713,628,6,X
7287,10,276,B,2,1,2,477,375,488,544,580,434,8,X
7288,11,318,A,2,2,1,531,562,491,384,607,583,5,X
7289,12,337,B,2,1,2,604,450,590,569,546,396,6,X
7290,13,361,A,2,1,2,475,520,565,445,619,587,6,X
7291,14,388,B,2,1,2,457,487,517,544,596,436,6,X
7292,15,415,A,2,2,2,449,656,486,467,541,555,8,X
7293,16,454,B,1,2,1,753,420,483,646,563,424,5,X
7294,17,469,A,2,1,2,835,529,566,417,472,655,6,X
7295,18,503,B,2,2,2,803,483,777,555,739,434,6,X
7296,19,526,A,2,1,1,767,513,778,465,834,555,9,X
7297,20,528,B,2,1,1,868,420,837,547,779,467,9,A
7298,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7299,1,9,A,2,1,2,579,444,643,340,535,524,1,X
7300,2,28,B,2,2,2,523,297,547,464,607,347,8,X
7301,3,52,A,2,2,1,454,552,582,316,591,503,5,X
7302,4,62,B,2,1,2,748,307,608,542,491,313,4,X
7303,5,94,A,2,1,2,807,438,681,320,647,541,6,X
7304,6,120,B,2,2,2,811,394,746,466,653,327,6,X
7305,7,147,A,2,1,2,546,619,752,376,701,488,8,X
7306,8,196,B,1,2,1,533,313,551,621,588,324,5,X
7307,9,209,A,2,2,2,779,491,570,318,557,634,6,X
7308,10,234,B,2,2,2,650,339,714,522,596,313,6,X
7309,11,254,A,2,1,2,514,442,590,350,694,531,6,X
7310,12,279,B,2,1,2,501,395,534,466,595,344,6,X
7311,13,305,A,2,2,2,836,625,517,377,549,483,8,X
7312,14,351,B,2,2,1,542,339,773,632,609,321,7,X
7313,15,370,A,2,2,2,469,477,580,335,739,598,6,X
7314,16,399,B,2,1,2,742,298,498,515,602,332,8,X
7315,17,419,A,2,1,1,690,442,641,317,618,542,7,X
7316,18,441,B,2,2,2,528,373,646,491,664,317,6,X
7317,19,466,A,2,2,2,469,421,564,370,625,492,6,X
7318,20,490,B,2,1,2,470,400,504,455,571,350,6,X
7319,21,515,A,2,2,2,443,585,500,387,560,466,8,X
7320,22,572,B,1,2,1,487,296,476,578,577,309,5,X
7321,23,586,A,2,2,2,479,391,572,299,507,570,6,B
7322,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7323,1,51,B,2,1,2,719,358,617,521,709,342,1,X
7324,2,75,A,2,1,2,815,471,668,364,656,530,6,X
7325,3,103,B,2,2,2,828,381,751,512,658,342,6,X
7326,4,129,A,2,1,2,820,436,771,374,714,523,6,X
7327,5,156,B,2,2,2,544,292,792,476,706,359,9,X
7328,6,192,A,2,2,2,724,474,559,300,673,538,7,X
7329,7,215,B,2,2,2,503,375,696,525,604,323,6,X
7330,8,243,A,2,2,2,733,580,559,388,661,525,9,X
7331,9,276,B,2,2,1,761,326,735,600,619,326,5,X
7332,10,288,A,2,1,2,574,484,597,328,757,636,6,X
7333,11,312,B,2,1,2,788,290,617,521,623,333,8,X
7334,12,348,A,1,2,1,483,481,687,316,710,564,7,X
7335,13,375,B,2,1,2,526,372,504,511,699,311,6,X
7336,14,404,A,2,2,2,401,623,550,364,606,539,8,X
7337,15,450,B,1,2,1,474,326,451,638,596,334,5,X
7338,16,468,A,2,2,2,466,625,523,339,484,627,8,X
7339,17,506,B,1,2,1,513,322,491,628,572,329,5,X
7340,18,521,A,2,2,2,497,459,574,335,528,622,6,X
7341,19,552,B,2,1,2,764,296,514,477,582,338,8,X
7342,20,605,A,1,2,1,842,534,717,298,722,558,5,X
7343,21,618,B,2,2,2,569,348,749,553,719,302,6,X
7344,22,644,A,2,2,1,354,614,551,351,747,556,9,B
7345,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7346,1,9,B,2,1,2,528,292,657,511,570,332,2,X
7347,2,43,A,2,2,1,821,466,557,300,653,538,7,X
7348,3,68,B,2,2,2,820,383,765,514,602,308,6,X
7349,4,96,A,2,1,2,807,436,759,377,731,517,6,X
7350,5,121,B,2,2,2,572,289,783,469,702,362,8,X
7351,6,165,A,2,2,1,449,546,581,291,678,546,5,X
7352,7,180,B,2,1,2,479,431,677,551,537,283,6,A
7353,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7354,1,23,A,2,2,2,760,664,613,443,713,629,2,X
7355,2,84,B,2,2,1,763,387,722,666,640,417,3,X
7356,3,115,A,2,2,1,825,588,707,395,698,609,5,X
7357,4,136,B,2,2,2,768,474,768,597,710,393,6,X
7358,5,164,A,2,1,2,483,626,756,462,694,576,9,X
7359,6,198,B,2,1,1,511,437,494,636,636,426,7,X
7360,7,223,A,2,2,2,771,538,556,433,601,611,6,X
7361,8,252,B,2,2,2,794,377,756,551,634,431,8,X
7362,9,290,A,2,2,1,498,567,708,387,714,589,5,X
7363,10,314,B,2,1,2,490,475,522,572,708,381,6,X
7364,11,346,A,2,2,2,513,489,512,464,560,566,8,B
7365,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7366,1,16,B,2,1,2,572,383,648,469,578,371,1,X
7367,2,42,A,2,2,2,873,539,584,381,647,471,8,X
7368,3,76,B,2,2,1,753,411,769,544,634,367,4,A
7369,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7370,1,35,B,2,2,2,591,395,671,561,568,420,2,X
7371,2,102,A,2,2,1,518,662,596,398,635,596,3,X
7372,3,140,B,2,2,1,466,406,533,643,603,430,3,X
7373,4,175,A,2,2,1,478,664,483,406,593,604,3,X
7374,5,213,B,2,2,1,472,404,489,653,576,431,3,X
7375,6,250,A,2,2,1,397,658,472,401,593,603,3,X
7376,7,289,B,1,2,1,461,432,497,638,571,426,5,X
7377,8,307,A,2,2,2,496,659,526,428,489,634,8,X
7378,9,342,B,2,2,1,462,402,495,644,584,429,3,X
7379,10,378,A,2,2,1,422,644,470,406,586,612,3,X
7380,11,410,B,1,2,1,453,403,482,630,579,424,3,X
7381,12,450,A,2,2,1,504,525,467,399,591,603,7,X
7382,13,477,B,2,1,2,443,500,547,534,565,421,6,X
7383,14,506,A,2,2,2,512,652,483,477,546,552,8,X
7384,15,567,B,2,2,1,792,429,502,642,580,431,5,X
7385,16,584,A,2,1,2,807,534,606,435,601,622,6,X
7386,17,608,B,2,2,1,453,473,792,551,747,434,6,X
7387,18,636,A,2,2,2,482,649,492,459,777,549,8,X
7388,19,672,B,1,2,1,527,407,565,626,577,445,3,X
7389,20,715,A,2,2,1,489,659,535,400,602,605,3,X
7390,21,758,B,2,2,1,506,441,520,646,611,425,5,X
7391,22,778,A,2,2,2,478,522,555,427,548,639,6,X
7392,23,813,B,2,1,2,767,404,513,538,584,439,8,X
7393,24,856,A,1,2,1,865,648,697,399,638,585,3,X
7394,25,897,B,2,2,1,414,422,836,643,648,421,5,A
7395,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7396,1,11,A,2,1,2,712,434,634,337,724,521,1,X
7397,2,32,B,2,2,2,764,283,681,458,634,336,8,X
7398,3,64,A,2,1,1,730,606,748,278,706,494,3,X
7399,4,97,B,2,2,1,651,360,662,620,640,302,7,X
7400,5,118,A,2,2,2,771,428,672,343,652,571,6,X
7401,6,143,B,2,2,2,750,284,757,464,676,326,8,X
7402,7,178,A,1,2,1,876,475,720,286,698,493,7,X
7403,8,201,B,2,2,2,779,297,796,492,687,281,8,X
7404,9,222,A,1,2,1,943,604,714,298,765,500,3,B
7405,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7406,1,25,B,2,2,2,781,356,617,568,710,385,2,X
7407,2,86,A,2,2,1,440,635,777,352,698,581,3,X
7408,3,118,B,2,2,1,443,386,542,608,626,390,5,X
7409,4,136,A,2,2,2,437,662,502,382,533,630,8,A
7410,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7411,1,3,B,2,1,2,661,372,627,511,698,329,1,X
7412,2,23,A,2,2,2,456,618,712,366,669,520,9,X
7413,3,63,B,2,1,1,706,298,488,633,600,336,3,X
7414,4,106,A,2,2,1,433,538,663,293,668,544,5,A
7415,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7416,1,11,B,2,1,2,598,339,646,497,570,316,1,X
7417,2,29,A,2,1,2,762,571,565,355,648,506,9,X
7418,3,62,B,2,2,1,667,318,718,603,628,322,5,X
7419,4,74,A,2,2,2,703,469,634,327,719,605,6,X
7420,5,100,B,2,2,2,520,276,633,503,638,322,9,X
7421,6,131,A,2,2,1,834,538,538,281,627,525,3,X
7422,7,161,B,2,2,1,767,314,752,577,609,300,5,X
7423,8,173,A,2,1,2,691,470,626,315,841,609,6,X
7424,9,201,B,2,2,1,539,284,771,513,638,305,5,B
7425,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7426,1,28,A,2,1,2,619,430,649,380,540,501,1,X
7427,2,53,B,2,1,2,746,357,584,463,642,380,9,X
7428,3,88,A,2,2,1,827,578,721,361,672,477,3,X
7429,4,129,B,2,2,1,666,383,853,593,673,373,7,X
7430,5,152,A,2,2,2,513,431,646,378,707,571,6,X
7431,6,180,B,2,1,2,519,405,530,453,639,376,6,X
7432,7,208,A,2,1,2,461,403,550,404,567,444,6,B
7433,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7434,1,39,B,2,1,2,737,295,619,515,715,335,2,X
7435,2,73,A,1,2,1,512,586,705,304,701,536,3,X
7436,3,106,B,1,2,1,753,327,580,598,628,328,5,X
7437,4,124,A,2,1,2,806,451,605,330,543,626,6,X
7438,5,152,B,2,2,2,524,292,755,496,670,339,9,X
7439,6,187,A,2,2,1,445,600,546,298,670,534,3,X
7440,7,225,B,1,2,1,497,324,472,607,581,341,5,X
7441,8,237,A,2,2,2,497,460,556,333,486,613,6,X
7442,9,269,B,2,1,2,741,398,530,492,508,342,6,X
7443,10,295,A,2,1,2,460,598,708,381,623,525,8,X
7444,11,334,B,2,1,1,551,341,482,633,573,347,7,X
7445,12,348,A,2,2,2,627,497,576,344,557,583,6,X
7446,13,368,B,2,2,2,575,433,613,530,588,337,6,A
7447,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7448,1,5,A,2,1,2,594,461,644,331,565,532,1,X
7449,2,21,B,2,2,2,507,266,568,478,648,325,9,X
7450,3,56,A,2,2,1,430,512,542,278,590,485,4,X
7451,4,70,B,2,1,1,473,359,614,526,542,285,6,X
7452,5,98,A,2,2,2,690,426,518,353,572,524,6,X
7453,6,124,B,2,2,2,660,379,645,460,594,340,6,X
7454,7,146,A,2,1,2,796,422,631,372,644,456,6,X
7455,8,169,B,2,2,2,809,380,727,443,669,348,6,X
7456,9,195,A,2,1,2,563,583,740,366,690,445,8,X
7457,10,243,B,1,2,1,757,298,595,600,609,321,5,X
7458,11,257,A,2,1,2,883,292,582,312,622,607,6,B
7459,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7460,1,23,B,2,1,2,696,382,626,463,690,368,1,X
7461,2,49,A,2,2,2,531,570,699,380,642,465,8,X
7462,3,81,B,2,2,1,712,356,627,571,616,372,3,X
7463,4,110,A,1,2,1,769,488,679,360,631,550,5,X
7464,5,127,B,2,2,2,501,391,742,493,686,361,6,X
7465,6,158,A,2,2,2,365,587,534,386,592,471,8,X
7466,7,203,B,2,2,1,498,383,430,588,608,373,7,X
7467,8,227,A,2,2,2,473,432,524,376,543,543,6,X
7468,9,257,B,2,1,2,718,354,502,433,596,376,9,X
7469,10,290,A,1,2,1,899,569,628,360,577,466,3,X
7470,11,334,B,2,2,1,561,373,851,572,657,371,5,X
7471,12,352,A,2,2,2,515,442,631,371,846,552,6,X
7472,13,380,B,2,1,2,516,395,523,431,556,380,6,X
7473,14,406,A,2,2,2,70,629,554,390,552,441,8,B
7474,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7475,1,4,A,2,1,2,691,445,627,342,728,525,1,X
7476,2,20,B,2,1,2,762,373,696,452,617,340,6,X
7477,3,43,A,2,1,2,506,576,729,357,672,484,8,X
7478,4,83,B,2,2,1,699,310,534,578,593,310,5,X
7479,5,95,A,2,1,2,759,512,568,305,503,586,8,X
7480,6,122,B,2,2,1,665,312,723,525,634,308,5,X
7481,7,134,A,2,1,2,511,514,611,312,769,518,4,X
7482,8,149,B,2,1,2,540,369,667,512,603,300,6,X
7483,9,170,A,2,2,2,544,431,557,363,552,503,6,X
7484,10,194,B,2,1,2,762,281,576,451,592,357,8,X
7485,11,232,A,2,2,1,643,533,697,287,717,524,5,X
7486,12,242,B,2,1,2,671,346,735,536,706,282,6,X
7487,13,270,A,2,2,1,686,457,658,343,705,519,6,X
7488,14,291,B,2,1,2,772,388,693,469,634,336,6,X
7489,15,319,A,2,1,2,534,583,750,367,686,484,8,X
7490,16,360,B,2,2,1,758,360,576,591,603,316,7,X
7491,17,386,A,2,1,2,494,571,733,357,593,574,8,X
7492,18,420,B,2,2,1,779,357,559,576,611,323,7,X
7493,19,446,A,2,1,2,782,447,759,350,582,570,6,X
7494,20,469,B,2,2,2,807,391,757,462,708,340,6,X
7495,21,494,A,2,1,2,527,589,752,377,739,465,8,X
7496,22,537,B,2,2,1,474,312,552,585,597,311,5,X
7497,23,550,A,2,2,2,482,472,548,306,521,608,6,X
7498,24,577,B,2,2,1,600,308,500,483,516,312,9,X
7499,25,589,A,2,1,2,564,305,527,306,504,475,6,B
7500,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7501,1,27,A,2,1,2,584,437,650,326,555,513,1,X
7502,2,51,B,2,2,2,554,386,572,459,649,324,6,X
7503,3,76,A,2,2,2,849,593,569,364,605,464,8,X
7504,4,122,B,2,2,1,787,310,796,607,631,316,5,X
7505,5,135,A,2,1,2,770,438,622,312,840,637,6,X
7506,6,163,B,2,2,2,805,377,719,460,699,312,6,X
7507,7,190,A,2,1,2,857,615,756,352,712,482,8,X
7508,8,228,B,2,2,1,760,346,797,627,662,316,7,X
7509,9,248,A,2,1,2,593,450,709,331,739,587,6,X
7510,10,275,B,2,1,2,747,384,652,469,647,314,6,X
7511,11,298,A,2,1,2,786,415,725,358,662,473,6,X
7512,12,322,B,2,2,2,579,281,763,421,701,355,8,X
7513,13,390,A,2,2,1,485,456,586,268,665,520,7,X
7514,14,412,B,2,1,2,530,380,531,473,611,290,6,X
7515,15,441,A,2,2,2,441,587,544,353,575,480,8,X
7516,16,477,B,1,2,1,495,319,523,578,587,318,5,X
7517,17,500,A,2,2,2,673,435,543,318,518,587,6,X
7518,18,526,B,2,2,2,481,276,645,470,594,314,8,X
7519,19,563,A,2,2,1,437,554,520,277,635,508,3,X
7520,20,585,B,1,2,1,513,346,541,535,558,289,7,X
7521,21,608,A,2,2,2,642,413,550,332,538,543,6,X
7522,22,636,B,2,2,2,634,391,622,440,600,329,6,X
7523,23,662,A,2,1,2,685,614,610,365,624,460,8,X
7524,24,716,B,2,2,1,746,278,658,621,622,314,3,X
7525,25,751,A,1,2,1,840,480,701,281,699,526,7,X
7526,26,774,B,2,2,2,808,348,766,505,713,277,6,X
7527,27,806,A,2,1,2,905,600,764,346,697,494,8,X
7528,28,845,B,2,2,1,779,347,841,605,678,315,7,X
7529,29,873,A,2,1,2,860,587,740,339,726,528,8,X
7530,30,906,B,2,2,1,523,286,800,602,681,318,3,X
7531,31,939,A,2,2,1,431,558,555,280,679,542,3,X
7532,32,963,B,1,2,1,788,330,543,549,576,286,7,X
7533,33,990,A,2,1,2,861,570,743,325,556,550,8,X
7534,34,1021,B,2,2,2,540,358,791,574,682,313,7,X
7535,35,1051,A,2,2,2,464,583,564,347,666,519,8,X
7536,36,1087,B,1,2,1,505,280,520,586,600,318,3,X
7537,37,1128,A,2,2,1,830,473,515,273,651,534,5,A
7538,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7539,1,63,A,2,1,2,724,422,617,375,745,500,1,X
7540,2,84,B,2,1,2,557,401,694,446,627,373,6,X
7541,3,110,A,2,2,2,831,588,569,396,616,458,8,X
7542,4,160,B,2,2,1,754,371,838,608,628,375,5,X
7543,5,177,A,2,1,2,540,489,620,374,752,592,4,X
7544,6,201,B,2,2,1,521,362,658,515,646,368,5,B
7545,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7546,1,16,A,2,1,2,743,458,629,343,744,548,1,X
7547,2,40,B,2,2,2,529,297,702,472,629,340,9,X
7548,3,73,A,2,2,2,511,448,568,293,607,514,7,X
7549,4,102,B,2,1,2,497,296,559,461,605,312,9,X
7550,5,136,A,2,2,1,474,616,531,296,593,512,3,X
7551,6,178,B,2,2,1,494,333,491,607,609,327,5,X
7552,7,195,A,2,2,2,509,458,544,331,524,621,6,X
7553,8,223,B,2,1,1,606,334,521,485,564,325,9,X
7554,9,235,A,2,1,2,614,450,563,321,551,485,6,X
7555,10,255,B,2,2,1,666,301,579,461,559,335,9,B
7556,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7557,1,32,B,2,1,2,681,380,611,470,703,365,1,X
7558,2,57,A,2,2,2,392,603,690,383,637,474,8,X
7559,3,91,B,1,2,1,513,369,523,580,622,375,5,X
7560,4,111,A,2,2,2,482,429,564,376,482,560,6,X
7561,5,138,B,2,1,2,511,406,503,441,603,370,6,X
7562,6,169,A,2,2,2,869,416,530,399,542,442,6,B
7563,0,0,A,0,0,0,0,0,0,0,0,0,0,X
7564,1,30,A,2,2,2,532,671,651,443,541,613,2,X
7565,2,87,B,2,2,1,470,446,531,665,592,435,5,X
7566,3,105,A,2,2,2,399,649,535,437,576,637,8,X
7567,4,142,B,1,2,1,516,397,494,633,579,433,3,X
7568,5,180,A,2,2,1,429,652,515,401,594,601,3,X
7569,6,220,B,1,2,1,468,401,498,633,570,421,3,X
7570,7,258,A,2,2,1,800,516,474,400,594,602,7,X
7571,8,285,B,2,2,2,832,501,759,544,593,414,6,X
7572,9,315,A,2,1,2,882,658,784,477,715,553,8,X
7573,10,370,B,2,2,1,453,473,836,660,653,439,7,X
